"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H5","KOR","1203","Korea, Rep.","WLD"," World",2022,"Import",5,312.505
"H5","KOR","1203","Korea, Rep.","WLD"," World",2023,"Import",5,97.64
"H5","KOR","1203","Korea, Rep.","WLD"," World",2024,"Import",5,242.706
"H5","KOR","1204","Korea, Rep.","WLD"," World",2017,"Export",6,86.862
"H5","KOR","1204","Korea, Rep.","WLD"," World",2017,"Import",5,1409.718
"H5","KOR","1204","Korea, Rep.","WLD"," World",2018,"Import",5,373.073
"H5","KOR","1204","Korea, Rep.","WLD"," World",2019,"Import",5,859.494
"H5","KOR","1204","Korea, Rep.","WLD"," World",2020,"Import",5,1526.665
"H5","KOR","1204","Korea, Rep.","WLD"," World",2021,"Import",5,2111.055
"H5","KOR","1204","Korea, Rep.","WLD"," World",2022,"Import",5,3677.331
"H5","KOR","1204","Korea, Rep.","WLD"," World",2023,"Import",5,2604.986
"H5","KOR","1204","Korea, Rep.","WLD"," World",2024,"Export",6,2.402
"H5","KOR","1204","Korea, Rep.","WLD"," World",2024,"Import",5,2056.177
"H5","KOR","1205","Korea, Rep.","WLD"," World",2017,"Export",6,3.454
"H5","KOR","1205","Korea, Rep.","WLD"," World",2017,"Import",5,2280.595
"H5","KOR","1205","Korea, Rep.","WLD"," World",2018,"Export",6,32.693
"H5","KOR","1205","Korea, Rep.","WLD"," World",2018,"Import",5,2977.347
"H5","KOR","1205","Korea, Rep.","WLD"," World",2019,"Export",6,53.216
"H5","KOR","1205","Korea, Rep.","WLD"," World",2019,"Import",5,2123.586
"H5","KOR","1205","Korea, Rep.","WLD"," World",2020,"Import",5,1314.865
"H5","KOR","1205","Korea, Rep.","WLD"," World",2021,"Import",5,2081.335
"H5","KOR","1205","Korea, Rep.","WLD"," World",2022,"Import",5,2689.586
"H5","KOR","1205","Korea, Rep.","WLD"," World",2023,"Import",5,2401.337
"H5","KOR","1205","Korea, Rep.","WLD"," World",2024,"Import",5,1259.429
"H5","KOR","1206","Korea, Rep.","WLD"," World",2017,"Export",6,0.139
"H5","KOR","1206","Korea, Rep.","WLD"," World",2017,"Import",5,5145.301
"H5","KOR","1206","Korea, Rep.","WLD"," World",2018,"Export",6,85.285
"H5","KOR","1206","Korea, Rep.","WLD"," World",2018,"Import",5,4606.564
"H5","KOR","1206","Korea, Rep.","WLD"," World",2019,"Export",6,55.49
"H5","KOR","1206","Korea, Rep.","WLD"," World",2019,"Import",5,3789.551
"H5","KOR","1206","Korea, Rep.","WLD"," World",2020,"Export",6,14.313
"H5","KOR","1206","Korea, Rep.","WLD"," World",2020,"Import",5,3894.169
"H5","KOR","1206","Korea, Rep.","WLD"," World",2021,"Export",6,12.541
"H5","KOR","1206","Korea, Rep.","WLD"," World",2021,"Import",5,5326.147
"H5","KOR","1206","Korea, Rep.","WLD"," World",2022,"Export",6,17.405
"H5","KOR","1206","Korea, Rep.","WLD"," World",2022,"Import",5,5868.732
"H5","KOR","1206","Korea, Rep.","WLD"," World",2023,"Export",6,33.533
"H5","KOR","1206","Korea, Rep.","WLD"," World",2023,"Import",5,5372.261
"H5","KOR","1206","Korea, Rep.","WLD"," World",2024,"Export",6,0.081
"H5","KOR","1206","Korea, Rep.","WLD"," World",2024,"Import",5,4585.275
"H5","KOR","1207","Korea, Rep.","WLD"," World",2017,"Export",6,968.347
"H5","KOR","1207","Korea, Rep.","WLD"," World",2017,"Import",5,208206.258
"H5","KOR","1207","Korea, Rep.","WLD"," World",2018,"Export",6,2779.36
"H5","KOR","1207","Korea, Rep.","WLD"," World",2018,"Import",5,203448.549
"H5","KOR","1207","Korea, Rep.","WLD"," World",2019,"Export",6,2317.198
"H5","KOR","1207","Korea, Rep.","WLD"," World",2019,"Import",5,233075.406
"H5","KOR","1207","Korea, Rep.","WLD"," World",2020,"Export",6,3001.916
"H5","KOR","1207","Korea, Rep.","WLD"," World",2020,"Import",5,230706.856
"H5","KOR","1207","Korea, Rep.","WLD"," World",2021,"Export",6,4167.199
"H5","KOR","1207","Korea, Rep.","WLD"," World",2021,"Import",5,269439.307
"H5","KOR","1207","Korea, Rep.","WLD"," World",2022,"Export",6,4052.623
"H5","KOR","1207","Korea, Rep.","WLD"," World",2022,"Import",5,288519.388
"H5","KOR","1207","Korea, Rep.","WLD"," World",2023,"Export",6,4174.374
"H5","KOR","1207","Korea, Rep.","WLD"," World",2023,"Import",5,281424.294
"H5","KOR","1207","Korea, Rep.","WLD"," World",2024,"Export",6,4225.093
"H5","KOR","1207","Korea, Rep.","WLD"," World",2024,"Import",5,280361.893
"H5","KOR","1208","Korea, Rep.","WLD"," World",2017,"Export",6,67.861
"H5","KOR","1208","Korea, Rep.","WLD"," World",2017,"Import",5,36454.703
"H5","KOR","1208","Korea, Rep.","WLD"," World",2018,"Export",6,1131.43
"H5","KOR","1208","Korea, Rep.","WLD"," World",2018,"Import",5,36810.388
"H5","KOR","1208","Korea, Rep.","WLD"," World",2019,"Export",6,162.361
"H5","KOR","1208","Korea, Rep.","WLD"," World",2019,"Import",5,37610.909
"H5","KOR","1208","Korea, Rep.","WLD"," World",2020,"Export",6,245.599
"H5","KOR","1208","Korea, Rep.","WLD"," World",2020,"Import",5,46442.72
"H5","KOR","1208","Korea, Rep.","WLD"," World",2021,"Export",6,408.266
"H5","KOR","1208","Korea, Rep.","WLD"," World",2021,"Import",5,67073.301
"H5","KOR","1208","Korea, Rep.","WLD"," World",2022,"Export",6,361.941
"H5","KOR","1208","Korea, Rep.","WLD"," World",2022,"Import",5,63788.566
"H5","KOR","1208","Korea, Rep.","WLD"," World",2023,"Export",6,300.299
"H5","KOR","1208","Korea, Rep.","WLD"," World",2023,"Import",5,70210.152
"H5","KOR","1208","Korea, Rep.","WLD"," World",2024,"Export",6,357.145
